cnpj,razao_social,nome_fantasia,segmento,sub_segmento,endereco,cidade,ring,telefone,whatsapp,email,instagram,website,google_maps_url,google_rating,google_reviews,porte,foco_felino,potencial_b2b,notas,lat,lng,completeness_score,bairro,fonte_enriquecimento,horario,facebook,fonte_descoberta,data_discovery,marketplace_ifood,marketplace_rappi,marketplace_ml,marketplace_shopee,rating_marketplace,digital_maturity,batch_source,categorias_google,cnae_principal,cnae_descricao,uf,cep,situacao_cadastral,data_abertura,natureza_juridica,capital_social,telefone_receita,email_receita,ja_no_crm
,,Pet Center Diadema,pet_shop,,Centro,Diadema,,(11) 4051-2732,(11) 98609-5114,,@petcenterdiadema,,https://www.google.com/maps/search/?api=1&query=Pet+Center+Diadema,,,,,,,,,3,Centro,serper:petshoppertodemim.com+infoisinfo,,,firecrawl:triceleads.com/segmentos/pet-shop/diadema,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Amigo Vet,banho_tosa,,Diadema,Diadema,,(11) 4067-4524,(11) 98175-0355,,@amigovetpetshop,,https://www.google.com/maps/search/?api=1&query=Amigo+Vet+Banho+Tosa+Pet+Shop+Diadema,,,,,,,,,3,Jardim Marilene,serper:diadema.net.br+instagram+vetclinicasbr.com,,,"serper:'pet shop Diadema SP lista completa' + scribd.com (Amigo Vet Banho Tosa e Pet Shop, >10 anos experiência)",2026-04-04,,,,,,,batch_b,"Pet groomer, Pet store",,,,,,,,,,,
,,Barão Pet Center,pet_shop,,"Av. Barão de Mauá, 1109 - Centro",Mauá,,(11) 93735-3584,(11) 93735-3584,,@baraopetcenter,,https://www.google.com/maps/search/?api=1&query=Barão+Pet+Center+Mauá,4.5,820,,,,,,,3,Centro,,,,"serper:'pet shop Mauá SP telefone' + instagram:@baraopetcenter + reclameaqui ('maior loja pet de Mauá, desde 2017, 820+ avaliações Google') + relatorioweb.com.br",2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Hospital Veterinário Popular Up Animal,clinica_vet,,"Av. Pres. Castelo Branco, 370 - Jardim Zaira",Mauá,,(11) 97298-3131,(11) 97298-3131,,@hovetupanimal,https://veterinariaupanimal.com.br/,https://www.google.com/maps/search/?api=1&query=Hospital+Veterinário+Popular+Up+Animal+Mauá,,,,,,,,,4,Jardim Zaira,,"24h, todos os dias inclusive feriados",,serper:'clínica veterinária Mauá SP telefone avaliações' + veterinariaupanimal.com.br + instagram:@hovetupanimal + facebook:clinicapopularupanimal,2026-04-04,,,,,,,batch_b,Veterinary hospital,,,,,,,,,,,
,,Clínica Veterinária VidasVet,clinica_vet,,"Av. Portugal, 244 - Jardim Pilar",Mauá,,(11) 2375-8656,(11) 96329-3699,,@vidas_vet,,https://www.google.com/maps/search/?api=1&query=Clínica+Veterinária+VidasVet+Mauá,,,,,,,,,3,Jardim Pilar,,Seg-Sáb (agendamento),,serper:'clínica veterinária Mauá SP telefone avaliações' + facebook:ClinicaVidasVet + instagram:@vidas_vet (aceita convênio Petlove),2026-04-04,,,,,,,batch_b,"Veterinarian, Pet store",,,,,,,,,,,
,,Andreia Courel Clínica Veterinária,clinica_vet,,Mauá,Mauá,,(11) 4514-7518,(11) 99854-5304,,@clinica_andreiacourel,https://www.linkbr.in/andreiacourel,https://www.google.com/maps/search/?api=1&query=Andreia+Courel+Clínica+Veterinária+Mauá,4.6,,,,,,,,4,Vila,serper,,,"serper:'clínica veterinária Mauá SP telefone avaliações' + abcimovel.com.br (consultas, castrações, cirurgias, banho e tosa) + linkbr.in (4.6/5 Google, milhares de consultas)",2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Lab Master Centro de Diagnóstico Veterinário,clinica_vet,,Mauá,Mauá,,(11) 5050-8350,,labmaster@labmastervet.com.br,,https://labmastervet.com.br/,https://www.google.com/maps/search/?api=1&query=Lab+Master+Centro+Diagnóstico+Veterinário+Mauá,,,,,,,,,4,,,,,serper:'clínica veterinária Mauá SP telefone avaliações' + labmastervet.com.br (banco de sangue para cães),2026-04-04,,,,,,,batch_b,Veterinary laboratory,,,,,,,,,,,
,,Animal Park Hotel,hotel_pet,,"R. São Domingos, 152 - Parque das Americas",Mauá,,(11) 4543-0779,,,,,https://www.google.com/maps/search/?api=1&query=Animal+Park+Hotel+Mauá,,,,,,,,,3,Parque das Americas,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,Pet hotel,,,,,,,,,,,
,,Avicultura Pet Shop Itapark,pet_shop,,"Av. Itapark, 4277F - Jardim Itapark",Mauá,,(11) 4511-3703,,,,,https://www.google.com/maps/search/?api=1&query=Avicultura+Pet+Shop+Itapark+Mauá,,,,,,,,,3,Jardim Itapark,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Avicultura Reino Animal,pet_shop,,"Av. Pres. Castelo Branco, 2912 - Jardim Zaira",Mauá,,(11) 4541-6853,,,,,https://www.google.com/maps/search/?api=1&query=Avicultura+Reino+Animal+Mauá,,,,,,,,,3,Jardim Zaira,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Cão Mania,pet_shop,,"R. Aquidabam, 416 - Jardim Pilar",Mauá,,(11) 4555-3272,,,,,https://www.google.com/maps/search/?api=1&query=Cão+Mania+Mauá,,,,,,,,,3,Jardim Pilar,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Cãobeleireiro Estética Animal,banho_tosa,,"R. dos Bandeirantes, 719 - Vila Bocaina",Mauá,,(11) 2312-9509,,,,,https://www.google.com/maps/search/?api=1&query=Cãobeleireiro+Estética+Animal+Mauá,,,,,,,,,3,Vila Bocaina,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp + facebook:caobeleireiroesteticaanimal,2026-04-04,,,,,,,batch_b,Pet groomer,,,,,,,,,,,
,,Cãomiada Pet Shop e Pet Escola,pet_shop,,"R. Alonso Vasconcelos Pacheco, 799A - Vila Bocaina",Mauá,,(11) 2375-7379,,,,,https://www.google.com/maps/search/?api=1&query=Cãomiada+Pet+Shop+Mauá,,,,,,,,,3,Vila Bocaina,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,"Pet store, Pet training",,,,,,,,,,,
,,Casa de Saúde Animal Lupevet,clinica_vet,,"Av. Portugal, 427 - Jardim Pilar",Mauá,,(11) 3421-1313,,,,,https://www.google.com/maps/search/?api=1&query=Casa+de+Saúde+Animal+Lupevet+Mauá,,,,,,,,,3,Jardim Pilar,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Dog Bee The Groomers,banho_tosa,,"R. Clarisse de Jesus Lázaro Bedeschi, 207 - Parque São Vicente",Mauá,,(11) 2375-9474,,,,http://www.dogbee.com.br/,https://www.google.com/maps/search/?api=1&query=Dog+Bee+The+Groomers+Mauá,,,,,,,,,4,Parque São Vicente,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp + doglife.com.br/petshop/maua-sp,2026-04-04,,,,,,,batch_b,Pet groomer,,,,,,,,,,,
,,Giovana Pet,pet_shop,,"R. Pres. Artur da Costa e Silva, 376 - Parque São Vicente",Mauá,,(11) 4513-5706,,,,,https://www.google.com/maps/search/?api=1&query=Giovana+Pet+Mauá,,,,,,,,,3,Parque São Vicente,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Nutri Mauá,pet_shop,,"Av. Barão de Mauá, 2796 - Jardim Maringá",Mauá,,(11) 4576-4949,,,,,https://www.google.com/maps/search/?api=1&query=Nutri+Mauá+Pet,,,,,,,,,3,Jardim Maringá,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Pet Shop Bichos & Rabichos,pet_shop,,"R. Havana, 230 - Parque das Américas",Mauá,,(11) 99520-8548,,,,,https://www.google.com/maps/search/?api=1&query=Pet+Shop+Bichos+Rabichos+Mauá,,,,,,,,,3,Parque das Américas,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Pet Shop Bichos Encantados,pet_shop,,"R. Guiana, 222 - Parque das Américas",Mauá,,(11) 3410-2779,,,,,https://www.google.com/maps/search/?api=1&query=Pet+Shop+Bichos+Encantados+Mauá,,,,,,,,,3,Parque das Américas,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Pet Shop Carinho,pet_shop,,"Av. Itapark, 2742 - Jardim Itapark Velho",Mauá,,(11) 4519-5433,,,,,https://www.google.com/maps/search/?api=1&query=Pet+Shop+Carinho+Mauá,,,,,,,,,3,Jardim Itapark Velho,,,,firecrawl:latemia.net.br/cidade/petshop-em-maua-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Patativa Pet Shop,pet_shop,,"Av. Presidente Castelo Branco, 1509 - Jardim Zaira",Mauá,,(11) 4547-1449,,,,https://www.petboop.com/prestadores/jardim-zaira-maua-sp/PET-PATATIVA/37215,https://www.google.com/maps/search/?api=1&query=Patativa+Pet+Shop+Mauá,,,,,,,,,4,Jardim Zaira,serper,,,"serper:'pet shop Mauá SP telefone' + lista11.com.br (banho e tosa, leva e traz, farmácia pet, veterinária)",2026-04-04,,,,,,,batch_b,"Pet store, Pet groomer",,,,,,,,,,,
46.464.936/0001-74,Toca dos Bichos Pet Shop LTDA,Toca dos Bichos,banho_tosa,,"R. Castro Alves, 237",São Caetano do Sul,,(11) 4221-4093,(11) 93473-5520,contato@tocadosbichosscs.com.br,@tocadosbichosscs,https://www.tocadosbichosscs.com.br,,,,me,,,,,,5,Cerâmica,publica.cnpj.ws/cnpj/46464936000174,"Seg-Sex 8h-18h, Sab 8h-15h",,cnpj.biz:cnae=9609-2/08&municipio=sao-caetano-do-sul&uf=SP,2026-04-04,,,,,,,batch_f,,9609-2/08,Higiene e embelezamento de animais domésticos,SP,09540-030,ATIVA,2022-05-19,Sociedade Empresária Limitada,10000.00,(11) 4221-4093,tocadosbichoslab@gmail.com,False
41.827.300/0001-26,Doug Pet Care LTDA,Doug Pet Care,banho_tosa,,"R. Matilde, 27",São Caetano do Sul,,,(11) 97558-5468,,@doug_pet_care,,,,,me,,,,,,4,Jardim São Caetano,publica.cnpj.ws/cnpj/41827300000126,,,cnpj.biz:cnae=9609-2/08&municipio=sao-caetano-do-sul&uf=SP,2026-04-04,,,,,,,batch_f,,9609-2/08,Higiene e embelezamento de animais domésticos,SP,09581-350,ATIVA,2021-05-05,Sociedade Empresária Limitada,10000.00,(11) 4232-2096,,False
59.954.467/0001-13,Leju Pet LTDA,Leju Pet,clinica_vet,,"Al. Caulim, 125 - Sala 1",São Caetano do Sul,,,,,,,,,,me,,,,,,3,Cerâmica,publica.cnpj.ws/cnpj/59954467000113,,,cnpj.biz:cnae=7500-1/00&municipio=sao-caetano-do-sul&uf=SP,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,09531-195,ATIVA,2025-03-18,Sociedade Empresária Limitada,10000.00,(11) 2758-3940,,False
18.508.629/0001-02,Pet Center São Caetano do Sul Comércio de Artigos e Acessórios Veterinários LTDA,Pet Center São Caetano,pet_shop,,"Estr. das Lágrimas, 1796",São Caetano do Sul,,(11) 4234-9994,(11) 94756-2764,,@petcentersaocaetano,https://www.petcentersaocaetano.com.br,,,,me,,,,,,5,Mauá,publica.cnpj.ws/cnpj/18508629000102,24 horas,,cnpj.biz:cnae=4789-0/04&municipio=sao-caetano-do-sul&uf=SP,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,09580-500,ATIVA,2013-07-18,Sociedade Empresária Limitada,480000.00,(11) 4365-2552,amandasolani@petcentersaocaetano.com.br,False
52.495.274/0001-00,Pet Stop Club Hospedagem e Spa LTDA,Pet Stop Club,hotel_pet,,"Al. São Caetano, 1253",São Caetano do Sul,,,,,@petstop_dogclub,,,,,me,,,,,,3,Santa Maria,fetch:cnpj.biz,,,cnpj.biz/52495274000100,2026-04-04,,,,,,,batch_f,,9609-2/07,Alojamento de animais domésticos,SP,09560-500,ATIVA,2023-10-10,Sociedade Empresária Limitada,150000.00,,,False
59.825.891/0001-68,Pet Shop King's LTDA,Pet Shop King's,farmacia_vet,,"Av. Rotary, 326",Diadema,,,,,,,,,,me,,,,,,3,Serraria,publica.cnpj.ws/cnpj/59825891000168,,,cnpj.biz:cnae=4771-7/04&municipio=diadema&uf=SP,2026-04-04,,,,,,,batch_f,,4771-7/04,Comércio varejista de medicamentos veterinários,SP,09980-600,ATIVA,2025-03-10,Sociedade Empresária Limitada,250000.00,(11) 4801-7100,,False
47.032.381/0001-54,Super Pets House LTDA,Super Pets House,banho_tosa,,"Av. Alda, 563",Diadema,,,(11) 95784-8624,,@superpetshouse,,,,,me,,,,,,4,Centro,publica.cnpj.ws/cnpj/47032381000154,,,cnpj.biz:cnae=9609-2/08&municipio=diadema&uf=SP,2026-04-04,,,,,,,batch_f,,9609-2/08,Higiene e embelezamento de animais domésticos,SP,09910-170,ATIVA,2022-07-05,Sociedade Empresária Limitada,10000.00,(11) 5784-8624,superpetsh@gmail.com,False
35.722.987/0001-32,Pet Shop Capel LTDA,Pet Shop Capel,pet_shop,,"Av. Dona Ruyce Ferraz Alvim, 1801 - Serraria",Diadema,,(11) 4341-4762,,,,,,,,epp,,,,,,4,Serraria,publica.cnpj.ws/cnpj/35722987000132 (parcial),,,cnpj.biz/35722987000132,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,,ATIVA,2019-12-06,Sociedade Empresária Limitada,300000.00,,,False
23.220.208/0001-11,Meu Amigão Cão Banho & Tosa LTDA,Pet Shop Meu Amigão Cão & Gato,banho_tosa,,"R. Graciosa (Prq S Setembro), 528",Diadema,,(11) 2375-1912,(11) 99868-3636,pet@meuamigaocao.com.br,@meuamigaocaogato,https://www.meuamigaocao.com.br,,,,,,,,,,5,Centro,cnpj.biz:snippet,Seg-Sab 8h-18h,,cnpj.biz/23220208000111,2026-04-04,,,,,,,batch_f,,9609-2/08,Higiene e embelezamento de animais domésticos,SP,09910-660,ATIVA,,,,,,False
63.137.975/0001-86,Pupcão Pets LTDA,Pupcão Pets,pet_shop,,"R. Manoel da Nóbrega, 712 - Loja 135",Diadema,,,,,@pupcao,,,,,,,,,,,3,Centro,cnpj.biz:snippet,,,cnpj.biz/63137975000186,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,09910-720,ATIVA,2025-10-10,,,,,False
11.207.139/0001-27,Pet Shop Refúgio dos Bichos LX LTDA,Muvucão Pet Shop,pet_shop,,"R. Bilac, 351",Diadema,,(11) 4055-1662,,gilberto_battistini@terra.com.br,,,,,,,,,,,,5,Vila Conceição,cnpj.biz:snippet,,,cnpj.biz/11207139000127,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,,ATIVA,,,,,,False
52.280.539/0001-45,D2Vets Clinica Veterinaria LTDA,D2Vets,clinica_vet,,,Mauá,,,,,,,,,,,,,,,,2,,cnpj.biz:snippet,,,cnpj.biz:cnae=7500-1/00&municipio=maua&uf=SP,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,,ATIVA,,,,,,False
55.822.997/0001-57,Veterinaria Popular Zaira LTDA,Veterinaria Popular Zaira,clinica_vet,,"Av.

### 3. Venha conhecer nossa clinica Veterinária Salvado",Mauá,,(11) 4519 7793,(11) 94775-7887,,@salvadorpetpopular,https://acheiperto.com/clinicas-veterinarias/maua/d2vets-clinica-veterinaria/,,,,,,,,,,5,,cnpj.biz:snippet,,,cnpj.biz:cnae=7500-1/00&municipio=maua&uf=SP,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,,ATIVA,2024-07-05,,,,,False
05.332.029/0001-94,Clinica Veterinaria Luvizotto LTDA,Clinica Veterinaria Au Q Mia,clinica_vet,,"Rua Almirante Tamandaré, 279",Mauá,,,,,@clinica_veterinaria_au_q_mia,https://clinica.net.br/sobre/clinica-veterinaria-au-q-mia-maua-sp-18278475,,,,,,,,,,4,,cnpj.biz:snippet,,,cnpj.biz/05332029000194,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,,ATIVA,,,,,,False
52.882.829/0001-69,Clinica Veterinaria Cat Dog LTDA,Clinica Vet Cat Dog,clinica_vet,,,Mauá,,,,,,,,,,,,,,,,2,,cnpj.biz:snippet,,,cnpj.biz/52882829000169,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,,ATIVA,,,,,,False
05.563.061/0001-80,Pet Patativa LTDA,Avicultura Patativa,pet_shop,,"Av. Presidente Castelo Branco, 1509",Mauá,,,,,,,,,,,,,,,,3,Jardim Zaíra,cnpj.biz:snippet,,,cnpj.biz/05563061000180,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,,ATIVA,2003-03-17,,,,,False
74.410.721/0001-06,Pet Shop Feital LTDA,Pet Shop Feital,pet_shop,,"Av. São Paulo, 144 – Parque Marajoara",Mauá,,(11) 5198-1073,,,@albivetclinica,,,,,,,,,,,4,,cnpj.biz:snippet,,,cnpj.biz/74410721000106,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,,ATIVA,1994-02-21,,,,,False
60.953.515/0001-38,Bom Pra Bicho LTDA,Doutora Bichos,pet_shop,,"R. Albuquerque Lins, 06",Mauá,,,,,,,,,,,,,,,,3,Parque São Vicente,cnpj.biz:snippet,,,cnpj.biz/60953515000138,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,09371-270,ATIVA,,,,,,False
58.420.052/0001-05,Espaço Doguna Pet Shop LTDA,Espaço Doguna,pet_shop,,,Mauá,,,,,,,,,,,,,,,,2,,cnpj.biz:snippet,,,cnpj.biz/58420052000105,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,,ATIVA,2024-12-11,,,,,False
55.495.167/0001-62,Soy Pet - Pet Shop LTDA,Soy Pet,pet_shop,,,Mauá,,(11) 97150-0382,(11) 97150-0382,,@soypetbr,,,,,,,,,,,3,,cnpj.biz:snippet,,,cnpj.biz/55495167000162,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,,ATIVA,2024-06-12,,,,,False
33.981.063/0001-25,Toca do Focinho Pet Shop e Hotel LTDA,Toca do Focinho,hotel_pet,,"Rua Albuquerque Lins, nº 6 – Parque São Vicente",Mauá,,(11) 1759-1968,,,@gmail.,,,,,,,,,,,4,,cnpj.biz:snippet,,,cnpj.biz/33981063000125,2026-04-04,,,,,,,batch_f,,9609-2/07,Alojamento de animais domésticos,SP,,ATIVA,,,,,,False
31.572.899/0001-40,Nathalia Schitini Mathias LTDA,São Francisco de Assis Banho e Tosa,banho_tosa,,,Mauá,,,,,,,,,,,,,,,,2,,cnpj.biz:snippet,,,cnpj.biz/31572899000140,2026-04-04,,,,,,,batch_f,,9609-2/08,Higiene e embelezamento de animais domésticos,SP,,ATIVA,,,,,,False
11.267.649/0001-90,Miaki Pet Shop LTDA,Nipon Pet 01 RP,pet_shop,,"R. Elias Eid, 3000",Ribeirão Pires,,,,,,,,,,me,,,,,,3,Santa Luzia,publica.cnpj.ws/cnpj/11267649000190,,,cnpj.biz:cnae=4789-0/04&municipio=ribeirao-pires&uf=SP,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,09430-305,ATIVA,2009-10-13,Sociedade Empresária Limitada,300000.00,(11) 4827-6261,adm@petnipon.com.br,False
26.044.975/0001-05,Pet Shop Flo-Kinho LTDA,Petshop Flo-Kinho,pet_shop,,,Ribeirão Pires,,,,,,,,,,,,,,,,2,,cnpj.biz:snippet,,,cnpj.biz/26044975000105,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,,ATIVA,,,,,,False
65.767.963/0001-60,Paiol Pet Comercio LTDA,Paiol Pet,pet_shop,,,Ribeirão Pires,,,,,,,,,,,,,,,,2,,cnpj.biz:snippet,,,cnpj.biz/65767963000160,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,,ATIVA,,,,,,False
03.699.483/0001-52,Estancia Pet Shop Comercio de Ração LTDA,Estancia Pet Shop,pet_shop,,"Rua Miguel Prisco, 174 - Centro, Ribeirão Pires - SP, 09401-000",Ribeirão Pires,,(11) 4823-1912,(11) 97762-2883,estanciapetshop1@gmail.com,@estanciapetshop,https://www.estanciapetshop.com.br/,,,,,,,,,,5,Centro,cnpj.biz:snippet,Seg-Sáb 9:00-18:00,,cnpj.biz/03699483000152,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,,ATIVA,2000-02-08,,,,,False
65.348.938/0001-42,Wagner Cordeiro da Silva,Veterinário Aurora,clinica_vet,,"R. José Bonifácio, 230",Ribeirão Pires,,,,,,,,,,,,,,,,3,Centro Alto,cnpj.biz:snippet,,,cnpj.biz/65348938000142,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,,ATIVA,,,,,,False
27.063.192/0001-31,Clinica Veterinaria Lulucão LTDA,Clinica Vet Lulucão,clinica_vet,,"Av. Humberto de Campos, 835 - Bocaina, Ribeirão Pires - SP, 09425-020",Ribeirão Pires,,(11) 4828-7946,(11) 94174-4141,,@veterinarialulucao,,,4.8,175,,,,,,,4,Bocaina,cnpj.biz:snippet,,,cnpj.biz/27063192000131,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,,ATIVA,,,,,,False
48.673.596/0001-17,KJS Clinica Veterinaria LTDA,KJS Clinica Vet,clinica_vet,,"Rua Afonso Zampol, 48 - Centro, Ribeirão Pires - SP, 09400-050",Ribeirão Pires,,,,,,,,,,,,,,,,3,Centro,cnpj.biz:snippet,,,cnpj.biz/48673596000117,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,,ATIVA,,,,,,False
37.366.780/0001-06,Clinica Veterinaria Aliança LTDA,Clinica Vet Aliança,clinica_vet,,"Av. Princesa Izabel, 1058 - Aliança, Ribeirão Pires - SP, 09403-100",Ribeirão Pires,,(11) 95129-2489,,,@clinicaveterinariaalianca,,,,,,,,,,,4,Aliança,cnpj.biz:snippet,,,cnpj.biz/37366780000106,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,,ATIVA,,,,,,False
12.301.244/0001-93,Suellen Cristhina Ipolito da Luz,Clinica Veterinaria Rio Grande,banho_tosa,,"R. Valdir Gil da Silva, 36",Rio Grande da Serra,,,,,,,,,,me,,,,,,3,Vila Arnoud,fetch:cnpj.biz/12301244000193,,,cnpj.biz:cnae=9609-2/08&municipio=rio-grande-da-serra&uf=SP,2026-04-04,,,,,,,batch_f,,9609-2/08,Higiene e embelezamento de animais domésticos,SP,09450-000,ATIVA,2010-07-13,Empresário (Individual),7000.00,,,False
20.481.940/0001-57,Jefferson Vilela de Oliveira Veterinaria,Zambicão,banho_tosa,,"R. Prefeito Carlos José Carlson, 268",Rio Grande da Serra,,,,,,,,,,me,,,,,,3,Centro,fetch:cnpj.biz/20481940000157,,,cnpj.biz:cnae=9609-2/08&municipio=rio-grande-da-serra&uf=SP,2026-04-04,,,,,,,batch_f,,9609-2/08,Higiene e embelezamento de animais domésticos,SP,09450-000,ATIVA,2014-06-23,Empresário (Individual),5000.00,,,False
59.992.324/0001-04,Cuidado Animal Dra Jordana Medicina Veterinaria LTDA,Cuidado Animal Dra Jordana,clinica_vet,,"R. Osasco, 40",Rio Grande da Serra,,,,,,,,,,me,,,,,,3,Vila Conde Siciliano,fetch:cnpj.biz/59992324000104,,,cnpj.biz:cnae=7500-1/00&municipio=rio-grande-da-serra&uf=SP,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,09450-000,ATIVA,2025-03-20,Sociedade Empresária Limitada,1000.00,,,False
53.942.373/0001-48,Adriana Felix Costa Silva LTDA,Patynhas Pet Shop,pet_shop,,"Av. José Odorizzi, 2117",São Bernardo do Campo,,(11) 4479-6067,,sectoradm@uol.com.br,@petshoppatynhas,,,,,me,,,,,,5,Assunção,publica.cnpj.ws/cnpj/53942373000148,,,cnpj.biz:cnae=4789-0/04&municipio=sao-bernardo-do-campo&uf=SP,2026-04-04,,,,,,,batch_f,,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SP,09861-001,ATIVA,2024-02-16,Sociedade Empresária Limitada,1000.00,(11) 8621-7534,drikkac2005@gmail.com,False
35.043.461/0001-26,Clinica Valvet LTDA,Clinica Valvet,clinica_vet,,"R. Particular Flora Bulcão Vertemate, 120 - Jardim Silvina, São Bernardo do Campo - SP, 09791-180",São Bernardo do Campo,,,,,,,,,,,,,,,,3,Jardim Silvina,cnpj.biz:snippet,,,cnpj.biz/35043461000126,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,,ATIVA,2019-10-01,,,,,False
05.564.433/0001-93,Clinica Veterinaria Mania Animal LTDA,Mania Animal,clinica_vet,,"Av. Luiz Pequini, 528 - Jardim Palermo, São Bernardo do Campo - SP, 09780-250",São Bernardo do Campo,,(11) 4335-7480,,,@clinicamaniaanimal,,,4.8,,,,,,,,4,Jardim Palermo,cnpj.biz:snippet,"Seg-Sex 08:30-20:00, Sáb 09:00-14:00",,cnpj.biz/05564433000193,2026-04-04,,,,,,,batch_f,,7500-1/00,Atividades veterinárias,SP,,ATIVA,2003-03-19,,,,,False
21.356.792/0001-01,Nova Pet ABC Banho Tosa e Hospedagem LTDA,Nova Pet ABC,banho_tosa,,"R. José Benedetti, 300",São Bernardo do Campo,,(11) 4125-0426,,clpadua@terra.com.br,,,,,,,,,,,,5,Centro,cnpj.biz:snippet,,,cnpj.biz:cnae=9609-2/08&municipio=sao-bernardo-do-campo&uf=SP,2026-04-04,,,,,,,batch_f,,9609-2/08,Higiene e embelezamento de animais domésticos,SP,09770-140,ATIVA,,,,,,False
02.583.788/0001-31,Pet Shop Banho e Tosa Vida Animal LTDA,Vida Animal,banho_tosa,,"Av. Paulo Afonso, 638",São Bernardo do Campo,,(11) 4330-3299,,,@vida.animal.sbc,,,4.5,165,,,,,,,4,Nova Petrópolis,cnpj.biz:snippet,"Seg-Sex 08:30-18:30, Sáb 08:30-12:30",,cnpj.biz:cnae=9609-2/08&municipio=sao-bernardo-do-campo&uf=SP,2026-04-04,,,,,,,batch_f,,9609-2/08,Higiene e embelezamento de animais domésticos,SP,09770-351,ATIVA,,,,,,False
